symbol,name
DCNTR,Decentrahub Coin
DFS,Defis Network
DDIM,DuckDaoDime
FERA,Fera
LOVE,Love Coin
ETHV,Ethereum Vault
KEN,Keysians Network
HAKKA,Hakka.Finance
DOGEFI,DOGEFI
GOLDR,Golden Ratio Coin
IBP,Innovation Blockchain Payment
SPIZ,SPACE-iZ
MTR,Meter Stable
eMTRG,Meter Governance mapped by Meter.io
DOT,Polkadot
LAYER,UniLayer
AHT,AhaToken
COIL,COIL
CAT,Cat Token
NFT,NFT
USDX,USDX [Kava]
USDF,FolgoryUSD
CPI,Crypto Price Index
KSS,Krosscoin
YAMV2,YAM V2
GRAP,GRAP
LGCY,LGCY Network
XIOT,Xiotri
CREDIT,PROXI
CVP,PowerPool
AXIS,Axis DeFi
DFIO,DeFi Omega
FYZ,Fyooz
MIKS,MIKS COIN
WHALE,WHALE
DIGEX,Digex
POX,Pollux Coin
DEXG,Dextoken
yVault LP-yCurve(YYCRV),yVault LP-yCurve
DGVC,DegenVC
MORK,MORK
OCP,OC Protocol
THS,The Hash Speed
TIIM,TriipMiles
LIB,Libera
BUY,Burency
CATX,CAT.trade Protocol
JBX,JBOX
LIEN,Lien
YFIE,YFIEXCHANGE.FINANCE
VIDYA,Vidya
MAZ,Mazzuma
LIBFX,Libfx
SPA,Sperax
GRO,Growth DeFi
GRT,The Graph
DETS,Dextrust
KLV,Klever
YUSRA,YUSRA
RSV,Reserve
TON,Tokamak Network
DON,DEONEX COIN
VSN,Vision
XLT,Nexalt
QTBK,Quantbook
ONIT,ONBUFF
SALE,DxSale Network
FSW,Falconswap
CHAIN,Chain Games
CEDS,CEDARS
CRU,Crust Network
CFG,Centrifuge
PSWAP,Polkaswap
SUSHI,SushiSwap
ESTI,Easticoin
EFK,ReFork
ESRC,ESR Coin
STOP,Satopay Network
DHX,DataHighway
FXC,FUTUREXCRYPTO
DIP,Dipper Network
AXS,Axie Infinity
BCUG,Blockchain Cuties Universe Governance
DOTX,DeFi of Thrones
SWFL,Swapfolio
TRIX,TriumphX
ATTN,ATTN
MQL,MiraQle
YFIS,YFISCURITY
GLDR,GolderGames
CYCLUB,CYCLUB
FACT,Fee Active Collateral Token
YFIVE,YFIVE FINANCE
AMZ,AmazonasCoin
BAST,Bast
DISTX,DistX
SEMI,Semitoken
EPS,Epanus
PEARL,Pearl
LIT,Litentry
KIMCHI,KIMCHI.finance
PHA,Phala Network
RAD,Radicle
WTF,Walnut.finance
PYLON,Pylon Finance
DFT,DeFiat
GSMT,GrafSound
ADEL,Akropolis Delphi
BIDR,BIDR
BID,DeFi Bids
FARM,Harvest Finance
CHART,ChartEx
BOOST,Boosted Finance
YFFS,YFFS Finance
CRP,Crypton
TAI,TAI
STA,STABLE ASSET
SHARE,Seigniorage Shares
OCB,BLOCKMAX
OIN,OIN Finance
CRT,Carrot
ARC,ARCx (old)
SAL,SalmonSwap
DUSD,DefiDollar
EXNT,ExNetwork Token
KIF,KittenFinance
YFBETA,yfBeta
UCO,Uniris
OPM,Omega Protocol Money
LIVE,TRONbetLive
TON,TON Token
SHROOM,Niftyx Protocol
EGLD,Elrond
ASTRO,AstroTools
CORN,CORN
JFI,JackPool.finance
SWRV,Swerve
EURU,Upper Euro
GBPU,Upper Pound
USDU,Upper Dollar
YFA,YFA Finance
BNSD,BNSD Finance
YI12,Yield Stake Finance
JCC,junca Cash
FRMS,The Forms
FORS,Foresight
DFX,Definitex
COIN,Coin Artist
BEL,Bella Protocol
HEGIC,Hegic
KEX,Kira Network
TCP,Token CashPay
NCDT,Nuco.cloud
BEAR,BEAR Coin
FFYI,Fiscus.fyi
YF-DAI,YFDAI.FINANCE
LEAD,Lead Wallet
HBTC,Huobi BTC
JGN,Juggernaut
BGTT,Baguette Token
MM,MilliMeter
AMP,Amp
VBIT,Valobit
HGET,Hedget
PERP,Perpetual Protocol
REEF,Reef
FRAX,Frax
FXS,Frax Share
BUILD,BUILD Finance
ALBT,AllianceBlock
ACH,Alchemy Pay
BOX,DefiBox
DMD,DMD
YFIKING,YFIKING FINANCE
HBC,HBTC Captain Token
I9C,i9 Coin
OAP,OpenAlexa Protocol
PRDX,Predix Network
YELD,Yeld Finance
YFFII,YFFII Finance
FDR,French Digital Reserve
CLA,Candela Coin
ALA,AladiEx
NYB,New Year Bull
OBIC,OBIC
DOOS,DOOS TOKEN
FIT,FINANCIAL INVESTMENT TOKEN
NUTS,Squirrel Finance
ZDEX,Zeedex
SASHIMI,Sashimi
SPARTA,Spartan Protocol
REVV,REVV
SAKE,SakeToken
YOK,YOKcoin
EOSDOWN,EOSDOWN
XRPUP,XRPUP
XRPDOWN,XRPDOWN
DOTUP,DOTUP
TRXDOWN,TRXDOWN
TRXUP,TRXUP
DOTDOWN,DOTDOWN
XTZUP,XTZUP
XTZDOWN,XTZDOWN
BNBUP,BNBUP
BNBDOWN,BNBDOWN
LINKUP,LINKUP
LINKDOWN,LINKDOWN
ADAUP,ADAUP
ADADOWN,ADADOWN
ETHUP,ETHUP
MOON,MoonSwap
NYAN,Nyan Finance
ON,OFIN Token
PICKLE,Pickle Finance
TXL,Tixl
BEC,Betherchip
CHADS,CHADS VC
ESD,Empty Set Dollar
GOF,Golff
LNT,Lottonation
XFI,Xfinance
YMEN,Ymen.Finance
UBXT,UpBots
GTH,Gather
XMM,Momentum
PFID,Pofid Dao
ZYRO,Zyro
GHST,Aavegotchi
TRBT,Tribute
WING,Wing Finance
ETHPY,Etherpay
DPI,DeFi Pulse Index
MBN,Mobilian Coin
TONS,Thisoption
YFARMER,YFarmLand Token
ZOM,Zoom Protocol
BAKE,BakeryToken
HBC,Hybrid Bank Cash
XOR,Oracolxor
P2P,P2P
UP,UniFi Protocol
GALA,Gala
UNI,Uniswap
SUSHIBULL,3X Long Sushi Token
SUSHIBEAR,3X Short Sushi Token
DEGO,Dego Finance
YFMS,YFMoonshot
DHT,dHedge DAO
SOCKS,Unisocks
BRG,Bridge Oracle
LINA,Linear
ORC,Oracle System
ASK,Permission Coin
HATCH,Hatch DAO
NBS,New BitShares
PoSH,Shill & Win
MKCY,Markaccy
ACPT,Crypto Accept
LNOT,Livenodes Token
SAM,Samurai
UNIFI,UNIFI DeFi
GHD,Giftedhands
VELO,Velo
UST,TerraUSD
YAM,YAM V3
DUCATO,Ducato Protocol Token
FNSP,Finswap
KSEED,Kush Finance
ONES,OneSwap DAO Token
yTSLA,yTSLA Finance
AXI,Axioms
YFIII,DiFy.Finance
DSS,Defi Shopping Stake
ISDT,ISTARDUST
FLM,Flamingo
ITEN,ITEN
BASID,Basid Coin
BURGER,Burger Swap
DCD,Digital Currency Daily
GMC,GokuMarket Credit
ICH,iCherry Finance
ROT,Rotten
YFIX,YFIX Finance
ACU,Acuity Token
KFC,Chicken
TRIB,Contribute
$ROPE,Rope
COMB,Combine.finance
CYF,CY Finance
BHC,BillionHappiness
CAKE,PancakeSwap
SFG,S.Finance
OUSD,Origin Dollar
PTF,PowerTrade Fuel
SWSH,SwapShip
WBNB,Wrapped BNB
YFIIG,YFII Gold
SPKL,SpokLottery
UCR,Ultra Clear
BID,Bidao
OCTO,OctoFi
PURE,Puriever
SFR,Safari
TITAN,TitanSwap
POLS,Polkastarter
ZOMB,Antique Zombie Shards
ECELL,CellETF
C2O,CryptoWater
CXN,CXN Network
LUA,LuaSwap
MPH,Morpher
RBC,Rubic
WLEO,Wrapped LEO
YAXIS,yAxis
XFI,Dfinance
DODO,DODO
FIN,DeFiner
INJ,Injective Protocol
APY,APY.Finance
DDX,DerivaDAO
GEL,Gelato
OPIUM,Opium
NSURE,Nsure.Network
ALPHA,Alpha Finance Lab
TMC,Trading Membership Community
CUSD,Celo Dollar
YFBT,Yearn Finance Bit
AHF,AmericanHorror.Finance
CORE,cVault.finance
QHC,QChi Chain
SATT,SaTT
STBU,Stobox Token
IPM,Timers
YFE,YFE Money
METRIC,Metric Exchange
AITRA,Aitra
MTLX,Mettalex
APE,APEcoin
XDNA,extraDNA
HLP,HLP Token
SFD,SAFE DEAL
IOV,Starname
UFFYI,Unlimited FiscusFYI
YFIEC,Yearn Finance Ecosystem
KIRO,Kirobo
BDCASH,BDCash Protocol
AAVE,Aave
XPRT,Persistence
DOUGH,PieDAO DOUGH v2
YFOX,YFOX FINANCE
XVS,Venus
TRU,Truebit
KCAL,Phantasma Energy
AWX,AurusDeFi
MBBASED,Moonbase
777,Jackpot
CYTR,Cyclops Treasure
CUNI,Compound Uni
BLV,Bellevue Network
GXT,Gem Exchange And Trading
BIFI,Beefy Finance
XFL,Florin
DEFI+S,PieDAO DEFI Small Cap
PGT,Polyient Games Governance Token
YEA,YeaFinance
ZUT,Zero Utility Token
NSBT,Neutrino Token
YOUC,yOUcash
STPL,Stream Protocol
DEXE,DeXe
LYNC,LYNC Network
OWL,OWL Token (StealthSwap)
YFPRO,YFPRO Finance
EZ,EasyFi
DFIP,DeFi Insurance Protocol
CFX,Conflux
INDEX,Index Cooperative
DEFI+L,PieDAO DEFI Large Cap
VCCO,Vera Cruz Coin
KAU,Kauri
PRT,Portion
CNTR,Centaur
FRIES,fry.world
RFX,Reflex
POP,POP Network Token
STBZ,Stabilize
SNOW,SnowSwap
PIPT,Power Index Pool Token
MOVE,Mover
SUP,SUP
DOKI,Doki Doki Finance
DOGES,Dogeswap
LIMIT,LimitSwap
DRC,Dracula Token
COFI,CoFiX
AC,ACoconut
CRAFT,deCraft Finance
MILK2,Spaceswap MILK2
NFY,Non-Fungible Yearn
SHAKE,Spaceswap SHAKE
SPC,Star Pacific Coin
TTX,Talent Token
ATRI,Atari Token
xMOON,r/CryptoCurrency Moons
COR,Coreto
GMNG,Global Gaming
YEFIM,YFi Management
WBIND,Wrapped BIND
VALUE,Value Liquidity
MOONS,MoonTools
PSHP,Payship
YFDOT,Yearn Finance DOT
CQT,Covalent
UFT,UniLend
EYE,Behodler
BNZ,BonezYard
DRC,Digital Reserve Currency
BTCDOM,Bitfinex Bitcoin Dominance Perps
PLOT,PlotX
RUC,RUSH
HEZ,Hermez Network
PAYT,PayAccept
SWAG,SWAG Finance
LQTY,Liquity
ZEFU,Zenfuse
AKT,Akash Network
BFC,Bit Financial
PPBLZ,Pepemon Pepeballs
BNF,BonFi
MBX,MobieCoin
ZEE,ZeroSwap
BOND,BarnBridge
YRISE,yRise Finance
YFIA,YFIA
CCOMP,cCOMP
GNC,GALAXY NETWORK
LCG,LCG
YFIUP,YFIUP
YFIDOWN,YFIDOWN
ETGF,ETG Finance
AUDIO,Audius
RARE,Rare
AQT,Alpha Quark Token
PLA,PlayDapp
UTED,United
RAMP,RAMP
VOX,Vox.Finance
PRIA,PRIA
SWG,Swirge
AFC,Apiary Fund Coin
WVG0,Wrapped Virgin Gen-0 CryptoKitties
WG0,Wrapped Gen-0 CryptoKitties
WCK,Wrapped Basic CryptoKitties
AXIA,Axia Protocol
CAMP,Camp
YFN,Yearn Finance Network
MOONDAY,Moonday Finance
DFGL,DeFi Gold
RGT,Rari Governance Token
CHONK,Chonk
XAT,ShareAt
yBAN,BananoDOS
ZIN,Zin Finance
WINR,JustBet
SPORE,Enoki Finance
POND,Marlin
YIELD,Yield Protocol
BOND,Bonded Finance
WOO,WOO Network
STAX,StableXSwap
BHAO,Bithao
WON,WeBlock
EVER,Everscale
NVA,Neeva Defi
BOR,BoringDAO
QRX,QuiverX
DOGDEFI,DogDeFiCoin
UNISTAKE,Unistake
BTNYX,BitOnyx
IDALL,IDall
UBIN,Ubiner
YFICG,YFI CREDITS GROUP
VOICE,Voice Token
SYN,SynLev
EDC,EDC Blockchain
UNIUP,UNIUP
UNIDOWN,UNIDOWN
LTCUP,LTCUP
LTCDOWN,LTCDOWN
SXPUP,SXPUP
SXPDOWN,SXPDOWN
YFRM,Yearn Finance Red Moon
ORAI,Oraichain Token
NAMI,Tsunami finance
KP3R,Keep3rV1
ASP,Aspire
DEGENS,Degens
CLBR,Colibri Protocol
MEGA,MegaCryptoPolis
HOO,Hoo Token
TLB,The Luxury Coin
JNTR,Jointer
SURF,SURF Finance
WEMIX,WEMIX
YYFI,YYFI.Protocol
HYVE,Hyve
eRSDL,unFederalReserve
HIZ,Hiz Finance
TAD,Tadpole Finance
FMTA,Fundamenta
PTERIA,Pteria
$KING,King Swap
BLURT,Blurt
ROCKS,Social Rocket
YSEC,Yearn Secure
STACY,Stacy
HARD,Kava Lend
MARS,Mars Network
GBK,Goldblock
KP4R,Keep4r
AUSCM,Auric Network
SAP,SwapAll
FWT,Freeway Token
EARN,Yearn Classic Finance
UTU,UTU Protocol
GSWAP,Gameswap
CHM,Cryptochrome
DVI,Dvision Network
MSB,Misbloc
PPDEX,Pepedex
DFD,DefiDollar DAO
SMTY,Smoothy
SERGS,SERGS
SMARTCREDIT,SmartCredit Token
NEBO,CSP DAO
TSLA,Tessla Coin
FLA,Fiola
ZLP,Zuplo
YFB2,Yearn Finance Bit2
YFIM,Yfi.mobi
TEAT,TEAL
MTI,MTI Finance
LTX,Lattice Token
SFI,saffron.finance
ALPA,Alpaca City
BCA,Bitcoiva
TWI,Trade.win
UBX,UBIX.Network
LST,Libartysharetoken
GASP,gAsp
PICA,PicaArtMoney
CORAL,Coral Swap
ETLT,Ethereum Lightning
FRMX,FRMx Token
RAK,Rake Finance
WHOLE,wormhole.finance
LOV,The LoveChain
UNW,UniWorld
TH,Team Heretics Fan Token
TRA,Trabzonspor Fan Token
APL,Apollon Limassol
CAI,Club Atletico Independiente
FCD,Future-Cash Digital
MVEDA,Medicalveda
NYAN-2,Nyan V2
WTK,WadzPay Token
AZUKI,Azuki
LIQUID,LIQUID
ROSE,Oasis Network
RFOX,RedFOX Labs
CCE,CloudCoin
BAEPAY,BAEPAY
GGT,GARD Governance Token
GYSR,GYSR
UNCX,UniCrypt
EGG,NestEGG Coin
LONG,LONG COIN
UNCL,UNCL
BST1,Blueshare Token
SEEN,SEEN
UNFI,Unifi Protocol DAO
AGOV,AGOV (ANSWER Governance)
ibETH,Interest Bearing ETH
AXN,Axion
REAP,ReapChain
ROOK,KeeperDAO
DTUBE,Dtube Coin
SAV3,Sav3Token
IDEA,Ideaology
ORO,ORO
BCHA,Bitcoin Cash ABC
FOL,Folder Protocol
YUP,Yup
YFD,Your Finance Decentralized
FAR,Farmland Protocol
EXRD,e-Radix
GDAO,Governor DAO
WIS,Experty Wisdom Token
CORX,CorionX
CFi,CyberFi Token
WAYF,WAY-F coin
MVC,MileVerse
ANV,ANIVERSE
SWISS,swiss.finance
ENB,Earnbase
TCR,TecraCoin
COMB,Combo
DEFO,DefHold
KUN,Chemix Ecology Governance Token
JEM,Itchiro Games
TRU,TrueFi
ICHI,ICHI
UWL,UniWhales
BMP,Brother Music Platform
TOM,TOM Finance
API3,API3
TMCN,TimeCoinProtocol
KIT,DexKit
POLA,Polaris Share
MPH,88mph
ETHY,Ethereum Yield
FLX,Felixo Coin
RFI,reflect.finance
BSC,BSC FARM
EPAN,Paypolitan Token
EDEN,Eden
KP2R,KP2R.Network
LIBREF,LibreFreelencer
BKKG,BIOKKOIN
HANDY,Handy
OBTC,oBTC
KOMET,Komet
BUP,BuildUp
LYR,Lyra
BDT,BlackDragon
SMBSWAP,Simbcoin Swap
MARK,Benchmark Protocol
7ADD,HoldToWin
L2,Leverj Gluon
PROPHET,Prophet
AAVEUP,AAVEUP
AAVEDOWN,AAVEDOWN
VNLA,Vanilla Network
MTS,Metis
XPT,XPToken.io
ENOL,Ethanol
OPEN,Open Governance Token
BLINK,BLink
BUND,Bundles Finance
JSB,JSB FOUNDATION
YLFI,Yearn Loans Finance
OSB,OASISBloc
LTP,LifetionCoin
BUNNY,Pancake Bunny
BIRD,Bird.Money
$COIN,COIN
DG,Decentral Games
ETHYS,Ethereum Stake
MUSE,Muse
CORN,Cornichon
CRBN,Carbon
BVL,Bullswap Exchange
SYNC,SYNC Network
BAC,Basis Cash
ATP,Alaya
CLIQ,DefiCliq
BAS,Basis Share
BFC,Bifrost (BFC)
UCAP,Unicap.finance
ROYA,Royale Finance
VAI,Vai
ZORA,Zoracles
KODX,KING OF DEFI
NAR,Narwhalswap
RAP,REALPAY
DJV,DEJAVE
MTTCOIN,Money of Tomorrow Today
APLP,Apple Finance
BASE,Base Protocol
IDLE,Idle
ACS,ACryptoS
UND,Unbound Dollar
TWA,Adventure Token
ITS,IterationSyndicate
ACXT,ACDX Exchange Governance Token
GCR,Gold Coin Reserve
MIR,Mirror Protocol
BADGER,Badger DAO
CTI,ClinTex CTi
YFIAG,YearnAgnostic Finance
DGP,DGPayment
MONA,Monavale
BCP,Bitcashpay (old)
REDC,RedChillies
PPAY,Plasma Finance
EFG,ECOC Financial Growth
DEFI++,PieDAO DEFI++
MM,MM Token
VAL,Sora Validator Token
MOB,MobileCoin
NIF,Unifty
YFID,YFIDapp
SKLAY,sKLAY
WOZX,EFFORCE
WELL,WELL
ELT,Elite Swap
KTLYO,Katalyo
GLOX,Glox Finance
TSLA,Tesla tokenized stock FTX
NIO,Nio tokenized stock FTX
BABA,Alibaba tokenized stock FTX
AMZN,Amazon tokenized stock FTX
PFE,Pfizer tokenized stock FTX
BYND,Beyond Meat tokenized stock FTX
TSM,Taiwan Semiconductor Mfg tokenized stock FTX
AAPL,Apple tokenized stock FTX
BILI,Billibilli Inc tokenized stock FTX
ARKK,ARK Innovation ETF tokenized stock FTX
FB,Facebook tokenized stock FTX
MSTR,MicroStrategy tokenized stock FTX
NFLX,Netflix tokenized stock FTX
MRNA,Moderna tokenized stock FTX
PYPL,PayPal tokenized stock FTX
SQ,Square tokenized stock FTX
AMD,Advanced Micro Devices tokenized stock FTX
VVT,VersoView
NVDA,NVIDIA tokenized stock FTX
GOOGL,Google tokenized stock FTX
SPY,SPDR S&P 500 ETF tokenized stock FTX
TWTR,Twitter tokenized stock FTX
UBER,Uber tokenized stock FTX
BNTX,BioNTech tokenized stock FTX
TSLA,Tesla tokenized stock Bittrex
SPY,SPDR S&P 500 ETF tokenized stock Bittrex
BABA,Alibaba tokenized stock Bittrex
BYND,Beyond Meat Inc tokenized stock Bittrex
PFE,Pfizer tokenized stock Bittrex
AAPL,Apple tokenized stock Bittrex
BNTX,BioNTech tokenized stock Bittrex
FB,Facebook tokenized stock Bittrex
GOOGL,Google tokenized stock Bittrex
NFLX,Netflix tokenized stock Bittrex
AMZN,Amazon tokenized stock Bittrex
BILI,Billibilli tokenized stock Bittrex
BONDLY,Bondly
ABNB,Airbnb tokenized stock FTX
A5T,Alpha5
XCUR,Curate
GPT,Grace Period Token
RANK,Rank Token
IFEX,Interfinex
vSXP,Venus SXP
vUSDT,Venus USDT
vUSDC,Venus USDC
vBUSD,Venus BUSD
vXVS,Venus XVS
vBNB,Venus BNB
vBTC,Venus BTC
vETH,Venus ETH
vLTC,Venus LTC
vXRP,Venus XRP
4B,4Bulls
XVIX,XVIX
HNY,Honey
DEFLCT,Deflect
vBCH,Venus BCH
vLINK,Venus LINK
vDOT,Venus DOT
DUCK,Unit Protocol Duck
FIDA,Bonfida
METEOR,Meteorite.network
PLEX,MinePlex
PIGX,PIGX
HUB,Hub - Human Trust Protocol
SZCB,Zugacoin
RLE,Richlab Token
YLD,Yield
LDN,Ludena Protocol
NDR,Node Runners
TRI,Trinity Protocol
BSE,Buy-Sell
RENFIL,renFIL
PRDZ,Predictz
LDO,Lido DAO Token
mAAPL,Mirrored Apple
SPDR,SpiderDAO
mGOOGL,Mirrored Google
mTSLA,Mirrored Tesla
mNFLX,Mirrored Netflix
mBABA,Mirrored Alibaba
NFUP,Natural Farm Union Protocol
DJ15,Davincij15 Token
MEDI,MediconnectUk
FNK,FNK wallet
mAMZN,Mirrored Amazon
mMSFT,Mirrored Microsoft
mTWTR,Mirrored Twitter
N3RDz,N3RD Finance
SPICE,SPICE
mIAU,Mirrored iShares Gold Trust
mQQQ,Mirrored Invesco QQQ Trust
mSLV,Mirrored iShares Silver Trust
mUSO,Mirrored United States Oil Fund
mVIXY,Mirrored ProShares VIX
OXY,Oxygen
LOOT,NFTLootBox
GZIL,governance ZIL
ABS,Absorber Protocol
BIOT,BioPassport Token
YVS,YVS.Finance
TVK,Terra Virtua Kolect
RFCTR,Reflector.Finance
R34P,R34P
RFR,Refract
MAHA,MahaDAO
ADP,Adappter Token
VISION,APY Vision
CTC,Cybertronchain
EOC,Everyonescrypto
TORN,Tornado Cash
FILUP,FILUP
FILDOWN,FILDOWN
SUSHIUP,SUSHIUP
XLMDOWN,XLMDOWN
XLMUP,XLMUP
UNN,UNION Protocol Governance Token
$ANRX,AnRKey X
BVND,Binance VND
GRPL,Golden Ratio Per Liquidity
B21,B21 Invest
DUCK,Duck DAO (DLP Duck Token)
YLD,YIELD App
COIN,Coinbase tokenized stock FTX
ONX,OnX Finance
BSD,Basis Dollar
RLY,Rally
CAP,Capital.Finance
ROOT,Rootkit Finance
DXF,Dexfin
DYP,DeFi Yield Protocol
TCORE,Tornado
LON,Tokenlon Network Token
N0001,nHBTC
STETH,Lido stETH
DITTO,Ditto
FAST,FastSwap
TBB,Trade Butler Bot
DPC,DAPPCENTS
aEth,ankrETH
UNL,unilock.network
1INCH,1inch Network
ROCKI,ROCKI
DSD,Dynamic Set Dollar
CBK,Cobak Token
BANK,Bankcoin
CBANK,CryptoBank
DMX,Dymmax
GUSDT,Global Utility Smart Digital Token
SFP,SafePal
WHITE,Whiteheart
MIS,Themis
AUDT,Australian Dollar Token
DRC,DRC mobility
RARE,Unique One
BPP,Bitpower
DFSOCIAL,DFSocial Gaming [old]
FIRE,Fire Protocol
HYPE,Supreme Finance
CGT,Curio Governance
BIFI,BiFi
SKEY,Skey Network
KP3RB,Keep3r BSC Network
KEK,Cryptokek
WAXE,WAXE
MIC,MITH Cash
WIFI,Wifi Coin
MIS,Mithril Share
IDL,IDL Token
NORD,Nord Finance
OVR,OVR
SFUEL,SparkPoint Fuel
ZMT,Zipmex
WASP,WanSwap
DGCL,DigiCol
FVT,Finance.Vote
UOP,Utopia Genesis Foundation
GGTK,GGDApp
ONC,One Cash
ONS,One Share
SPI,Shopping
AME,AMEPAY
XED,Exeedme
JULD,JulSwap
MAPS,MAPS
WISE,Wise Token
BAO,Bao Finance
PIS,Polkainsure Finance
SBDO,bDollar Share
LOON,Loon Network
CIR,CircleSwap
FDO,Firdaos
KFX,KnoxFS (New)
DEPAY,DePay
VIDYX,VidyX
HXN,Havens Nook
TRISM,Trism
BANANA,Banana.finance
YOP,Yield Optimization Platform & Protocol
MSWAP,MoneySwap
KOBE,Shabu Shabu Finance
BSCX,BSCEX
NFTX,NFTX
TEN,Tenet
DNS,BitDNS
MNTIS,Mantis
HPS,HappinessToken
FOX,Shapeshift FOX Token
DCL,Delphi Chain Link
ZKS,ZKSwap
BTD,Bolt Dollar
BTS,Bolt Share
QUICK,QuickSwap
PAL,PlayAndLike
EDC,Earn Defi Coin
vFIL,Venus Filecoin
vDAI,Venus DAI
XEP,Electra Protocol
CHS,CheeseSwap
BDO,bDollar
SECO,Serum Ecosystem Token
TRONX,Tronx Coin
DEQ,Dequant
XDEF2,Xdef Finance
CNFI,Connect Financial
UMX,UniMex Network
AIN,AI Network
UNIDX,UniDex
HITX,Hithotx
WXMR,Wrapped Monero
GLCH,Glitch
BSDS,Basis Dollar Share
SOAR,SOAR.FI
PRY,Prophecy
PSI,Passive Income
CSX,Coinstox
HYDRA,Hydra
YOT,PayYoda
pBTC35A,pBTC35A
Mars,Mars
TDAO,Contribute DAO
PROS,Prosper
HGOLD,HollyGold
CUDOS,CUDOS
COMBO,Furucombo
NDX,Indexed Finance
BAGS,Basis Gold Share
HELMET,Helmet.insure
MDX,Mandala Exchange Token
OKT,OEC Token
SLM,Solomon Defi
YFTE,YFTether
GERA,Gera Coin
POOLZ,Poolz Finance
RUNE,THORChain (ERC20)
BAG,Basis Gold
ISAL,ISALCOIN
ARIA20,Arianee
VRX,VEROX
NGM,e-Money
GOLD,Golden Goose
KOIN,Koinos
NTB,TokenAsset
BDT,Block Duelers NFT Battles
CAVO,Excavo Finance
WCELO,Wrapped Celo
SUPER,SuperFarm
ROUTE,Router Protocol
ZERO,Zero Exchange
MUST,Cometh
CPU,CPUcoin
KSP,KLAYswap Protocol
PARA,Paralink Network
SDT,Stake DAO
CVR,CoverCompared
QFI,QFinance
POKE,Pokeball
RIGEL,Rigel Finance
INFI,Insured Finance
DIGG,DIGG
ARMOR,ARMOR
DIS,TosDis
BBP,Bitbot Protocol
R3FI,Recharge Finance
NIA,Nydronia
XUSD,XUSD Stable
POC,POC Blockchain
PBR,PolkaBridge
STN,STING
BCP,PieDAO Balanced Crypto Pie
YPIE,PieDAO Yearn Ecosystem Pie
EOX,EOX
arNXM,Armor NXM
PAID,PAID Network
XST,Xstable.Protocol
ELX,Energy Ledger
TIP,TECHNOLOGY INNOVATION PROJECT
KEBAB,Kebab Token
MDX,Mdex
TROP,Interop
WSCRT,Secret (ERC20)
XFUND,xFund
NAVI,Natus Vincere Fan Token
YBO,Young Boys Fan Token
GME,GameStop tokenized stock FTX
AMC,AMC Entertainment Holdings tokenized stock FTX
GBTC,Grayscale Bitcoin Trust tokenized stock FTX
BB,BlackBerry tokenized stock FTX
OOKS,Onooks
BBOO,Panda Yield
ROOM,OptionRoom
GASG,Gasgains
BETH,Beacon ETH
BITCI,Bitcicoin
PTM,Potentiam
BULLS,BULLS
RENDOGE,renDOGE
BMI,Bridge Mutual
CWS,Seascape Crowns
WORLD,World Token
NCT,Name Change Token
XNO,Xeno Token
VBETH,Venus BETH
XNODE,XNODE
QUAI,QUAI DAO
PFI,protocol finance
GOGO,GOGO.finance
MASQ,MASQ
SX,SX Network
AKITA,Akita Inu
PHO,Phoswap
WSOTE,Soteria
PTA,Petrachor
FIC,Filecash
CLV,Clover Finance
UMB,Umbrella Network
GUM,Gourmet Galaxy
AUTO,Auto
REDI,REDi
BAMBOO,BambooDeFi
$TRDL,Strudel Finance
ZUSD,Zytara dollar
ANI,Anime Token
FEG,FEG Token
YFO,YFIONE
LOTTO,Lotto
UNDG,UniDexGas
OT,Option Token
BFLY,Butterfly Protocol
APN,Apron Network
GOVI,Govi
RAZOR,Razor Network
MASK,NFTX Hashmasks Index
MFI,Marginswap
MP3,MP3
RPT,Rug Proof
FAI,Fairum
MRC,MeroeChain
FXF,Finxflo
CTASK,CryptoTask
APYS,APYSwap
DAO,DAO Maker
ARGON,Argon
PNG,Pangolin
MINT,Public Mint
DERI,Deri Protocol
JASMY,JasmyCoin
FILDA,Filda
LHB,Lendhub
MSC,Monster Slayer Cash
G999,G999
CHOW,Chow Chow
USDFL,USDFreeLiquidity
HOGE,Hoge Finance
WARP,Warp Finance
XCF,Cenfura Token
ETHIX,EthicHub
GFARM2,Gains Farm
SGT,SharedStake
MCT,MCOBIT
EGG,Goose Finance
SHLD,Shield Finance
SHIELD,Shield Protocol
TIGER,Tigerfinance
RADAR,Radar
TME,TAMA EGG NiftyGotchi
B20,B20
NUX,Peanut
PIZZA,PizzaSwap
BDAY,Birthday Cake
TAP,Tapmydata
YFBTC,YFBitcoin
MSS,Monster Slayer Share
RIT20,Uberstate RIT 2.0
LAVA,LavaSwap
SCV,SCV.finance Token
yPANDA,YieldPanda Finance
NYAN,YieldNyan
PREMIA,Premia
DVD,DAOventures
VAI,VAIOT
BREW,CafeSwap Token
BRY,Berry Data
OLY,Olyseum
MDS,Midas Dollar Share
MDO,Midas Dollar
TBCC,TBCC
XSGD,XSGD
PUNK,Punk
VSP,Vesper
PRVS,Previse
MOD,Modefi
ID,Everest
WOWS,Wolves of Wall Street
BANANA,ApeSwap Finance
FIT,300FIT NETWORK
NTX,Nitroex
LPNT,Luxurious Pro Network Token
SMOKE,The Smokehouse
MWBTC,MetaWhale BTC
MWG,Metawhale Gold
KIMOCHI,Kimochi Finance
